pr_number,pr_title,pr_author,pr_state,pr_created_at,pr_merged_at,pr_additions,pr_deletions,pr_changed_files_count,pr_labels,pr_head_branch,pr_base_branch,pr_review_decision,pr_is_draft,pr_review_count,pr_reviewer_logins,pr_commit_count,hours_to_merge,hours_to_first_review,authorship,is_bot_author,has_any_agent_marker,agent_marker_conversation_link,agent_marker_coauthored,agent_marker_try_pr,touches_tui_files,touches_snapshot_files,touches_test_files,snapshot_svgs_changed,has_linked_issue,linked_issue_count,linked_issue_numbers,linked_issue_authors,release_tag,release_date,h_pr_type,h_bug_severity,h_touches_tui,h_authorship,h_has_snapshot_changes,h_issue_reporter_type,llm_pr_type,llm_bug_severity,llm_touches_tui,llm_rationale
461,Bump openhands-sdk and openhands-tools to 1.11.0,all-hands-bot,merged,2026-02-05T03:31:22Z,2026-02-09T04:28:36Z,15,15,2,,bump-agent-sdk-1.11.0,main,APPROVED,false,3,malhotra5,4,96.95,96.81,bot,true,true,false,false,true,false,false,false,0,false,0,,,1.12.0,2026-02-09,dependency-bump,,false,bot,false,no-issue,dependency-bump,,false,"This PR updates the project’s dependency versions for `openhands-sdk` and `openhands-tools` and regenerates the lock file, reflecting a routine version bump. There are no functional code changes beyond updating dependency constraints."
460,docs: clarify lint-before-commit guidance,enyst,merged,2026-02-05T03:26:04Z,2026-02-09T13:04:40Z,24,9,2,,chore/agents-lint-reminder,main,APPROVED,false,1,malhotra5,3,105.64,0.03,agent,false,true,true,false,true,false,false,false,0,false,0,,,1.12.1,2026-02-11,docs,,false,agent,false,no-issue,docs,,false,"This PR clarifies linting instructions in the AGENTS.md documentation and updates the Makefile reminder, without modifying application code or TUI components."
458,fix(widgets): remove unnecessary type: ignore in collapsible.py,app/github-actions,merged,2026-02-04T23:51:08Z,2026-02-05T03:23:07Z,2,2,1,,fix/code-quality/collapsible-type-safety,main,APPROVED,false,2,enyst,2,3.53,3.43,bot,true,true,false,false,true,true,false,false,0,false,0,,,1.12.0,2026-02-09,bug-fix,polish,true,bot,false,no-issue,refactor,,true,This PR removes an unnecessary type-ignore comment in the TUI collapsible widget for improved type safety and code clarity without changing runtime behavior.
455,ci: enhance type checking workflow with code quality analysis and auto-fix PRs,malhotra5,merged,2026-02-04T23:35:16Z,2026-02-10T17:59:03Z,291,57,3,,enhance/code-quality-report-workflow,main,APPROVED,false,1,xingyaoww,2,138.4,135.56,agent,false,true,true,false,true,false,false,false,0,false,0,,,1.12.1,2026-02-11,bug-fix,other-fix,false,agent,false,no-issue,ci,,false,"This PR updates GitHub Actions workflow and prompt files to enhance type checking and code quality analysis, fitting squarely in continuous integration improvements. It does not alter application logic or terminal UI components."
454,add close button and Escape to dismiss history panel,rstar327,merged,2026-02-04T17:03:10Z,2026-02-09T04:45:22Z,278,225,9,,fix/history-panel-close,main,APPROVED,false,2,malhotra5,8,107.7,1.26,human,false,false,false,false,false,true,true,true,6,true,1,453,rstar327,1.12.0,2026-02-09,feature,,true,human,true,self-filed,bug-fix,ux-regression,true,This PR fixes a user-facing issue where the history panel could not be closed (Issue #453) by adding a close button and Escape key handling. It modifies TUI panel code and updates related snapshots to restore correct dismiss behavior.
448,fix: critic - no module named posthog,brettstewart,merged,2026-02-03T17:03:51Z,2026-02-04T20:07:50Z,25,9,3,,fix/critic-posthog,main,APPROVED,false,1,malhotra5,3,27.07,27.07,human,false,false,false,false,false,true,false,false,0,false,0,,,1.12.0,2026-02-09,bug-fix,critical,true,human,false,no-issue,bug-fix,critical,true,"This PR addresses a ModuleNotFoundError for PostHog in the critic feedback system, preventing runtime exceptions by making the dependency optional. It also updates the TUI logic to only initialize and display analytics UI when the feature and client are available."
447,feat: add iterative refinement mode using critic model,xingyaoww,merged,2026-02-02T16:08:39Z,2026-02-20T22:19:04Z,5084,174,66,,feat/iterative-refinement-mode,main,APPROVED,false,91,"openhands-ai[bot],malhotra5,all-hands-bot,xingyaoww",44,438.17,362.12,agent,false,true,false,false,true,true,true,true,9,false,0,,,1.13.0,2026-02-27,feature,,true,agent,true,no-issue,feature,,true,"This PR introduces a new Iterative Refinement mode powered by a critic model—clearly a new feature addition. It also modifies multiple TUI components (widgets, screens, modals) to support the refinement workflow."
445,"Add timeout, max_tokens and max_size to the LLM settings configuration card",joseluisll,merged,2026-01-31T19:40:02Z,2026-02-27T17:09:48Z,234,1,4,,feature/llm-timeout-fix,main,APPROVED,false,18,"enyst,malhotra5,openhands-ai[bot],joseluisll",16,645.5,70.72,human,false,false,false,false,false,true,false,true,0,false,0,,,1.13.1,2026-03-11,feature,,true,human,false,no-issue,feature,not-applicable,true,"This PR introduces new UI configuration options (timeout, max_tokens, max_size) in the TUI settings card with corresponding validation and persistence logic, addressing feature requests rather than fixing a bug."
442,Add automated PR review workflow using OpenHands,jamiechicago312,merged,2026-01-30T23:30:38Z,2026-02-06T19:21:33Z,125,0,1,,add-pr-review-workflow,main,APPROVED,false,1,enyst,2,163.85,11.98,human,false,false,false,false,false,false,false,false,0,false,0,,,1.12.0,2026-02-09,feature,,false,human,false,no-issue,ci,,false,"This PR adds a new GitHub Actions workflow under .github/workflows to automate pull‐request reviews, which is a continuous integration enhancement rather than a feature or bug fix."
441,Add GitHub issue templates for bug reports and feature requests,jamiechicago312,merged,2026-01-30T22:31:25Z,2026-03-18T14:09:51Z,240,0,2,,add-issue-templates,main,APPROVED,false,17,"enyst,malhotra5,openhands-ai[bot]",9,1119.64,12.34,agent,false,true,true,false,false,false,false,false,0,true,1,440,jamiechicago312,1.14.0,2026-04-02,bug-fix,other-fix,false,agent,false,self-filed,docs,,false,"This PR adds Markdown/YAML files for GitHub issue templates, standardizing bug and feature request reporting. It only affects documentation and does not touch any code or terminal UI components."
439,fix(tui): reset token metrics when creating new conversation,malhotra5,merged,2026-01-30T20:35:33Z,2026-02-02T06:57:30Z,24,8,3,,fix/reset-token-metrics-on-new-conversation,main,APPROVED,false,1,enyst,1,58.37,1.52,agent,false,true,false,false,true,true,true,false,1,false,0,,,1.12.0,2026-02-09,bug-fix,ux-regression,true,agent,true,no-issue,bug-fix,ux-regression,true,"This PR fixes a user-visible issue in the TUI where token metrics from a previous conversation persisted when starting a new one, updating both the application code and snapshot tests to clear stale data."
438,tui: hide slash commands from vertical scroll,malhotra5,merged,2026-01-30T20:24:48Z,2026-01-30T20:31:13Z,43,35,3,,tui/hide-slash-commands-from-scroll,main,APPROVED,false,1,enyst,1,0.11,0.08,agent,false,true,false,false,true,true,true,false,2,false,0,,,1.12.0,2026-02-09,other,,true,agent,true,no-issue,bug-fix,ux-regression,true,"This PR updates the Textual TUI code to hide slash commands from the vertical scroll and adjusts snapshot tests accordingly, fixing an unwanted visual regression where commands were cluttering the scroll."
437,Add E2E snapshot test for multi-line mode submission,malhotra5,merged,2026-01-30T03:27:28Z,2026-02-03T18:56:03Z,999,0,5,,add-multiline-mode-e2e-test,main,APPROVED,false,1,enyst,1,111.48,111.43,agent,false,true,true,false,true,false,true,true,4,false,0,,,1.12.0,2026-02-09,feature,,false,agent,true,no-issue,test,,false,This PR adds new end-to-end snapshot tests for multi-line mode submission without altering any application or UI code.
435,Add E2E snapshot tests for history panel and conversation switching,malhotra5,merged,2026-01-29T20:46:58Z,2026-01-30T03:29:44Z,1572,0,9,,add-history-panel-e2e-tests,main,APPROVED,false,1,enyst,1,6.71,6.32,agent,false,true,false,false,true,true,true,true,6,false,0,,,1.12.0,2026-02-09,feature,,true,agent,true,no-issue,bug-fix,ux-regression,true,This PR patches a UI bug in the TUI history panel that wrongly displayed “No conversations yet” and adds comprehensive end-to-end snapshot tests for history panel and conversation switching.
433,Add e2e snapshot tests for initial setup flow,malhotra5,merged,2026-01-28T18:58:14Z,2026-01-29T05:32:09Z,2113,22,10,,add-initial-setup-flow-e2e-tests,main,APPROVED,false,1,enyst,7,10.57,9.78,agent,false,true,false,false,true,false,true,true,8,false,0,,,1.12.0,2026-02-09,feature,,false,agent,true,no-issue,test,not-applicable,false,This PR adds end-to-end snapshot tests for the initial setup flow without changing any production UI code. It focuses solely on expanding test coverage for user interactions.
432,Add e2e snapshot test for creating agent plan trajectory + fix test flakiness,malhotra5,merged,2026-01-28T17:52:50Z,2026-01-29T04:06:23Z,331,0,11,,add-creating-agent-plan-e2e-test,main,APPROVED,false,1,enyst,5,10.23,10.18,agent,false,true,false,false,true,false,true,true,1,false,0,,,1.12.0,2026-02-09,bug-fix,other-fix,false,agent,true,no-issue,test,,false,This PR adds an end-to-end snapshot test for creating an agent plan and fixes test flakiness by disabling cursor blinking to ensure stable snapshots.
428,feat: Load hooks from ~/.openhands/hooks.json in CLI,neubig,merged,2026-01-27T16:48:10Z,2026-01-27T23:12:32Z,21,0,3,,fix/load-hooks-from-config,main,APPROVED,false,1,malhotra5,3,6.41,3.24,agent,false,true,true,false,true,false,false,false,0,false,0,,,1.12.0,2026-02-09,feature,,false,agent,false,no-issue,bug-fix,critical,false,"This PR fixes a bug where user-level hooks in ~/.openhands/hooks.json were never loaded by the CLI, restoring a broken feature. It only changes hook-loading logic and does not touch any terminal UI code."
427,feat(e2e): add mock LLM server and full UI e2e tests,malhotra5,merged,2026-01-27T09:34:30Z,2026-01-28T16:47:23Z,2455,594,56,,e2e-test-mock-llm-server,main,APPROVED,false,2,"enyst,malhotra5",35,31.21,10.36,agent,false,true,false,false,true,true,true,true,3,false,0,,,1.12.0,2026-02-09,feature,,true,agent,true,no-issue,test,,true,"This PR primarily adds end-to-end UI tests, snapshot tests, a mock LLM server, and CI workflows, so it’s classified as test. It also modifies TUI components (textual_app and widgets) to support those UI tests."
425,docs: clarify uv usage in AGENTS,enyst,merged,2026-01-27T05:51:23Z,2026-01-28T02:09:49Z,4,2,1,,openhands/agents-mention-uv,main,APPROVED,false,1,xingyaoww,2,20.31,8.24,agent,false,true,true,false,true,false,false,false,0,true,1,227,enyst,1.12.0,2026-02-09,docs,,false,agent,false,self-filed,docs,,false,"This PR makes a documentation-only change to clarify usage of the uv tool in AGENTS.md without touching any code, UI, or functionality."
424,cli: add --yolo as alias for --always-approve,enyst,merged,2026-01-27T05:32:04Z,2026-01-28T02:10:14Z,16,0,2,,openhands/add-yolo-flag,main,APPROVED,false,1,malhotra5,1,20.64,14.53,agent,false,true,true,false,true,false,false,true,0,true,1,227,enyst,1.12.0,2026-02-09,feature,,false,agent,false,self-filed,feature,,false,"This PR introduces a new CLI alias flag `--yolo` for `--always-approve` and adds tests to cover it, constituting a new feature rather than a bug fix or refactor."
422,update critic feature description,xingyaoww,merged,2026-01-27T00:28:36Z,2026-02-03T19:23:01Z,16,8,5,,openhands/improve-critic-ux,main,APPROVED,false,8,"openhands-ai[bot],malhotra5,xingyaoww",6,186.91,183.79,agent,false,true,true,false,true,true,true,true,1,true,1,8963,jpelletier1,1.12.0,2026-02-09,feature,,true,agent,true,human,feature,,true,This PR updates the feedback prompt and settings descriptions for the experimental critic feature to improve user experience and transparency. It modifies TUI modal components and related snapshots without fixing a bug or altering core logic.
421,refactor: add reactive state management + decouple main app from conversation management,malhotra5,merged,2026-01-26T21:04:03Z,2026-02-08T17:01:44Z,3007,2014,47,,refactor/improve-state-management-v2,main,APPROVED,false,6,"enyst,malhotra5,openhands-ai[bot],xingyaoww",80,307.96,4.82,agent,false,true,false,false,true,true,true,true,2,false,0,,,1.12.0,2026-02-09,feature,,true,agent,true,no-issue,refactor,,true,"This PR restructures the internal state management by decoupling the main app from conversation lifecycle logic and introducing reactive state updates without changing existing functionality. It modifies many TUI controllers, widgets, and layouts but does not add features or fix bugs."
420,"Remove spinner in headless mode, output status messages once",malhotra5,merged,2026-01-26T19:38:28Z,2026-01-27T01:46:25Z,43,3,2,,openhands/remove-spinner-headless-mode,main,APPROVED,false,1,xingyaoww,1,6.13,4.42,agent,false,true,true,false,true,true,false,true,0,true,1,317,Kui-tech,1.12.0,2026-02-09,other,,true,agent,false,human,feature,,true,"This PR changes the headless TUI behavior by removing the spinner and printing simple status messages to improve output parsing, addressing the linked feature request for cleaner JSON output."
418,Bump version to 1.11.0,all-hands-bot,merged,2026-01-26T19:00:53Z,2026-01-26T19:28:22Z,2,2,2,,bump-version-1.11.0,main,APPROVED,false,1,malhotra5,1,0.46,0.46,bot,true,true,false,false,true,false,false,false,0,false,0,,,1.12.0,2026-02-09,version-bump,,false,bot,false,no-issue,version-bump,,false,"This PR solely updates the project version in pyproject.toml and regenerates the lock file, with no changes to bugs, features, or TUI code."
417,Bump openhands-sdk and openhands-tools to 1.10.0,all-hands-bot,merged,2026-01-26T18:52:09Z,2026-01-26T18:59:13Z,10,10,2,,bump-agent-sdk-1.10.0,main,APPROVED,false,1,malhotra5,1,0.12,0.12,bot,true,true,false,false,true,false,false,false,0,false,0,,,1.11.0,2026-01-26,dependency-bump,,false,bot,false,no-issue,dependency-bump,,false,"This PR solely updates package version constraints and lockfiles for dependencies without touching any user-facing or logic code, indicating a routine dependency bump."
402,fix: pin rich<14.3.0 to fix autocomplete shutdown crash,jpshackelford,merged,2026-01-24T23:20:25Z,2026-01-25T13:57:38Z,547,0,3,,test/autocomplete-shutdown-crash-397-401,main,APPROVED,false,1,malhotra5,4,14.62,3.29,agent,false,true,false,false,true,false,false,true,0,true,2,"397,401","tomwilson2,jpshackelford",1.11.0,2026-01-26,bug-fix,critical,false,agent,false,self-filed,bug-fix,critical,false,"This PR pins a faulty Rich version to prevent a ValueError crash during autocomplete dropdown shutdown, directly addressing a TUI crash. It only updates dependency versions and adds tests, without altering terminal UI code."
400,fix: display agent MessageEvents in TUI when critic is enabled,jpshackelford,merged,2026-01-24T22:26:56Z,2026-01-26T17:14:41Z,195,24,2,,fix/message-event-display-bug,main,APPROVED,false,1,malhotra5,3,42.8,42.79,agent,false,true,false,false,true,true,false,true,0,true,1,399,jpshackelford,1.11.0,2026-01-26,bug-fix,ux-regression,true,agent,false,self-filed,bug-fix,ux-regression,true,"This PR corrects the terminal UI rendering logic in richlog_visualizer.py so that agent MessageEvents (especially with critic results) are no longer dropped, fixing missing output in the TUI when critic is enabled."
394,feat: support auth for local ACP agent,malhotra5,merged,2026-01-23T21:57:00Z,2026-01-24T04:38:17Z,178,154,8,,feat/local-agent-auth,main,APPROVED,false,1,xingyaoww,4,6.69,6.53,agent,false,true,true,false,true,false,false,true,0,false,0,,,1.11.0,2026-01-26,feature,,false,agent,false,no-issue,feature,,false,"This PR introduces new authentication support for the local ACP agent by refactoring the base and remote agents to share the OAuth flow, adding state and methods for the feature. It adds functionality rather than fixing bugs or adjusting tests."
391,Fix critic feedback text to include 'success' prediction,xingyaoww,merged,2026-01-23T15:06:52Z,2026-01-23T19:31:51Z,6,4,3,,fix-critic-text-typo,main,APPROVED,false,1,malhotra5,3,4.42,4.42,agent,false,true,true,false,true,true,true,true,1,false,0,,,1.11.0,2026-01-26,bug-fix,other-fix,true,agent,true,no-issue,bug-fix,ux-regression,true,"This PR fixes a confusing user‐facing prompt in the TUI by adding the missing word “success,” addressing a UX regression where the feedback question did not clearly reference the critic’s success prediction."
390,Preserve condenser settings from agent_settings.json,enyst,merged,2026-01-23T07:48:14Z,2026-01-27T03:07:06Z,15,6,2,,fix-condenser-defaults-not-overriding,main,APPROVED,false,2,"malhotra5,xingyaoww",6,91.31,42.87,agent,false,true,true,false,true,false,false,false,0,true,1,389,enyst,1.12.0,2026-02-09,other,,false,agent,false,self-filed,bug-fix,ux-regression,false,"This PR fixes the issue where user-defined condenser settings in agent_settings.json were being overwritten by defaults, restoring expected behavior. It addresses a user-facing bug (configuration loss) without touching any terminal UI code."
388,(Hotfix): fix headless mode to work with env overrides + disable critic in headless mode,malhotra5,merged,2026-01-22T23:51:12Z,2026-01-26T18:58:36Z,851,364,23,,fix-headless-env-overrides,main,APPROVED,false,7,"enyst,malhotra5,openhands-ai[bot]",39,91.12,6.79,agent,false,true,true,false,true,true,false,true,0,false,0,,,1.11.0,2026-01-26,bug-fix,other-fix,true,agent,false,no-issue,bug-fix,critical,true,"This PR fixes headless mode completely failing when using environment overrides (making the feature unusable) and updates TUI components (modals, screens, textual_app) to disable critic in headless mode, so it’s a critical bug fix touching the terminal UI."
385,Add weekly type checking report workflow,malhotra5,merged,2026-01-22T18:30:26Z,2026-01-22T23:29:01Z,166,0,1,,openhands/biweekly-type-checking-report,main,APPROVED,false,2,enyst,1,4.98,4.82,agent,false,true,true,false,true,false,false,false,0,true,1,365,malhotra5,1.11.0,2026-01-26,feature,,false,agent,false,self-filed,ci,,false,"This PR adds a new GitHub Actions workflow for bi-weekly type checking reports, which is a continuous integration enhancement rather than a feature or bug fix."
383,Bump version to 1.10.0,all-hands-bot,merged,2026-01-21T19:11:22Z,2026-01-21T19:27:23Z,2,2,2,,bump-version-1.10.0,main,APPROVED,false,1,malhotra5,1,0.27,0.05,bot,true,true,false,false,true,false,false,false,0,false,0,,,1.11.0,2026-01-26,version-bump,,false,bot,false,no-issue,version-bump,,false,"This PR only updates the project version in pyproject.toml and regenerates the lock file for a new release, indicating a version bump."
382,Bump openhands-sdk and openhands-tools to 1.9.0,all-hands-bot,merged,2026-01-21T18:39:39Z,2026-01-21T18:46:11Z,10,10,2,,bump-agent-sdk-1.9.0,main,APPROVED,false,1,malhotra5,1,0.11,0.01,bot,true,true,false,false,true,false,false,false,0,false,0,,,1.10.0,2026-01-21,dependency-bump,,false,bot,false,no-issue,dependency-bump,,false,"This PR simply updates version constraints for `openhands-sdk` and `openhands-tools` in configuration files and regenerates the lockfile, representing an automated dependency bump."
381,Add workflow to bump version and create draft PR,malhotra5,merged,2026-01-21T17:57:16Z,2026-01-21T18:38:10Z,165,0,1,,add-bump-version-workflow,main,APPROVED,false,1,xingyaoww,1,0.68,0.19,agent,false,true,true,false,true,false,false,false,0,false,0,,,1.10.0,2026-01-21,version-bump,,false,agent,false,no-issue,ci,,false,"This PR adds a new GitHub Actions workflow (`bump-version.yml`) to automate version bumps and draft PR creation, which is purely a CI enhancement."
380,Add workflow to bump agent-sdk versions,malhotra5,merged,2026-01-21T17:56:36Z,2026-01-21T18:37:58Z,151,0,1,,add-bump-agent-sdk-workflow,main,APPROVED,false,1,xingyaoww,1,0.69,0.2,agent,false,true,true,false,true,false,false,false,0,false,0,,,1.10.0,2026-01-21,dependency-bump,,false,agent,false,no-issue,ci,,false,"This PR introduces a new GitHub Actions workflow to automate bumping the agent SDK versions, which is a continuous integration change rather than code functionality or docs."
379,fix: require --override-with-envs flag to apply LLM env vars,xingyaoww,merged,2026-01-20T17:05:50Z,2026-01-20T19:44:04Z,267,23,7,,openhands/fix-env-override-378,main,APPROVED,false,1,malhotra5,2,2.64,2.34,agent,false,true,true,false,true,false,false,true,0,true,1,378,xingyaoww,1.10.0,2026-01-21,bug-fix,other-fix,false,agent,false,self-filed,bug-fix,ux-regression,false,"This PR corrects unintended behavior where environment variables silently overrode user settings, confusing CLI users. It introduces an explicit flag to restore expected behavior and adds tests to prevent regressions."
377,feat: send metadata for models using llm-proxy base URLs,xingyaoww,merged,2026-01-20T16:16:29Z,2026-01-20T19:26:55Z,61,15,5,,extend-telemetry-llm-proxy-base-url,main,APPROVED,false,1,malhotra5,4,3.17,3.17,agent,false,true,true,false,true,true,false,true,0,false,0,,,1.10.0,2026-01-21,feature,,true,agent,false,no-issue,feature,,true,"This PR introduces new telemetry functionality to send metadata for models using llm-proxy base URLs, extending existing behavior rather than fixing a bug. It also updates the TUI settings modal utilities to pass the new base_url parameter."
375,Fix capitalization in command palette for Plan and Settings,xingyaoww,merged,2026-01-20T02:28:59Z,2026-01-20T15:20:40Z,2,2,1,,fix-command-palette-capitalization,main,APPROVED,false,1,simonrosenberg,1,12.86,7.63,agent,false,true,true,false,true,true,false,false,0,false,0,,,1.10.0,2026-01-21,bug-fix,ux-regression,true,agent,false,no-issue,bug-fix,ux-regression,true,"This PR fixes inconsistent capitalization in the terminal UI’s command palette labels, correcting “PLAN” and “SETTINGS” to title case to match other entries."
374,docs(CONTRIBUTING): Correct install pre-commit hooks command ,utkarsh-in,merged,2026-01-19T16:57:41Z,2026-01-20T19:27:59Z,1,1,1,,fix/contributing-md-pre-commit,main,APPROVED,false,1,malhotra5,1,26.5,26.5,human,false,false,false,false,false,false,false,false,0,false,0,,,1.10.0,2026-01-21,ci,,false,human,false,no-issue,docs,,false,"This PR only updates documentation in AGENTS.md to correct a command, with no code or UI changes."
372,fix: Issue with memory condensation not being editable,BalasubramanyamEvani,merged,2026-01-19T01:38:30Z,2026-01-20T19:36:10Z,99,7,2,,bevani/issue_264,main,APPROVED,false,1,malhotra5,1,41.96,41.91,human,false,false,false,false,false,true,false,true,0,true,1,264,xingyaoww,1.10.0,2026-01-21,bug-fix,other-fix,true,human,false,human,bug-fix,ux-regression,true,"This PR fixes a UI bug in the terminal settings screen that prevented the Memory Condensation field from being editable when reopening the Settings tab, restoring correct enable/disable behavior."
371,Clean-up dead-code in `openhands-cli/argparsers`,VascoSch92,merged,2026-01-18T19:45:10Z,2026-01-20T20:10:10Z,0,24,1,,cleanup/dead-code,main,APPROVED,false,1,malhotra5,1,48.42,48.0,human,false,false,false,false,false,false,false,false,0,false,0,,,1.10.0,2026-01-21,other,,false,human,false,no-issue,refactor,not-applicable,false,"This PR removes unused dead‐code by deleting an obsolete utils.py file, improving code cleanliness without changing any user‐facing behavior."
368,[Refactor]: Auto-login when cloud credentials are invalid,malhotra5,merged,2026-01-16T23:31:00Z,2026-01-17T00:29:01Z,245,196,6,,auto-logout-invalid-token,main,APPROVED,false,1,enyst,7,0.97,0.67,agent,false,true,true,false,true,false,false,true,0,false,0,,,1.10.0,2026-01-21,refactor,,false,agent,false,no-issue,refactor,,false,"The PR restructures the login flow to automatically re-authenticate when the API key is invalid, improving the existing workflow without adding new features or fixing a crash. It largely refactors command logic and tests to streamline user experience."
366,feat: support agent setup via environment variables,malhotra5,merged,2026-01-16T22:01:23Z,2026-01-16T23:33:23Z,418,9,2,,openhands/support-agent-setup-via-envs,main,APPROVED,false,1,enyst,6,1.53,1.52,agent,false,true,true,false,true,false,false,true,0,true,1,327,malhotra5,1.10.0,2026-01-21,feature,,false,agent,false,self-filed,feature,,false,"This PR introduces new functionality to configure agent LLM settings via environment variables, adding a CLI feature for CI use cases. It does not modify any terminal UI components."
364,Patch release 1.9.1,malhotra5,merged,2026-01-16T17:42:34Z,2026-01-16T21:06:26Z,2,2,2,,rel-1.9.1,main,APPROVED,false,1,xingyaoww,1,3.4,1.02,agent,false,true,false,false,true,false,false,false,0,false,0,,,1.10.0,2026-01-21,other,,false,agent,false,no-issue,version-bump,,false,"This PR only updates the project version in pyproject.toml and updates the lock file for a patch release, with no actual code changes affecting functionality or UI."
363,(Hotfix): CLI crashes when opening MCP panel,malhotra5,merged,2026-01-16T17:03:12Z,2026-01-16T17:38:55Z,1313,3,7,,openhands/fix-mcp-panel-json-serialization-362,main,APPROVED,false,1,xingyaoww,1,0.6,0.58,agent,false,true,true,false,true,true,true,true,4,true,1,362,jpelletier1,1.9.1,2026-01-16,bug-fix,critical,true,agent,true,human,bug-fix,critical,true,"This PR hotfixes a crash in the MCP side panel when JSON serializing Pydantic server objects, which made the CLI feature completely unusable. It modifies TUI panel code to dump models into dicts before serialization."
361,Fix cloud login to respect llm_base_url from settings,enyst,merged,2026-01-16T03:13:58Z,2026-01-16T03:48:09Z,66,6,4,,fix/cloud-login-llm-base-url,main,APPROVED,false,4,"enyst,malhotra5",2,0.57,0.07,agent,false,true,false,false,true,false,false,true,0,false,0,,,1.9.1,2026-01-16,bug-fix,ux-regression,false,agent,false,no-issue,bug-fix,ux-regression,false,"This change corrects the CLI’s handling of a user-configured llm_base_url (previously it always showed/used the default), fixing a user-visible misbehavior rather than adding new features or refactoring code."
360,Add Critic Result Display in TUI,xingyaoww,merged,2026-01-15T21:56:15Z,2026-01-21T18:53:44Z,1302,43,20,,add-critic-display-in-tui,main,APPROVED,false,11,"openhands-ai[bot],malhotra5,xingyaoww",65,140.96,113.44,agent,false,true,true,false,true,true,true,true,1,false,0,,,1.10.0,2026-01-21,feature,,true,agent,true,no-issue,feature,,true,"This PR implements a new feature by adding critic evaluation result display to the OpenHands CLI TUI, introducing new widgets, utilities, styling, and snapshot tests, and updating the SDK dependency to support the experimental critic API."
359,Release 1.9.0 ,malhotra5,merged,2026-01-15T21:47:39Z,2026-01-15T22:33:10Z,2,2,2,,rel-1.9.0,main,APPROVED,false,1,xingyaoww,2,0.76,0.11,agent,false,true,false,false,true,false,false,false,0,false,0,,,1.9.1,2026-01-16,other,,false,agent,false,no-issue,version-bump,,false,"This PR updates the project version in pyproject.toml and the lock file for the 1.9.0 release, with no code or feature changes."
357,feat: Add details about recommended models and use cases in CLI settings (#246),BalasubramanyamEvani,merged,2026-01-15T04:23:56Z,2026-01-20T19:43:45Z,567,3,8,,main,main,APPROVED,false,7,"BalasubramanyamEvani,malhotra5,enyst",8,135.33,0.25,human,false,false,false,false,false,true,true,true,1,true,1,246,malhotra5,,,feature,,true,human,true,human,feature,,true,"This PR adds a new section for model recommendations and use cases to the CLI settings UI, introducing a new module and updating TUI components to guide users in choosing models."
354,Bump SDK packages to v1.8.2,all-hands-bot,merged,2026-01-14T15:07:24Z,2026-01-15T04:57:19Z,14,13,2,,bump-sdk-1.8.2,main,APPROVED,false,1,malhotra5,1,13.83,13.83,bot,true,true,false,false,true,false,false,false,0,false,0,,,1.9.0,2026-01-15,version-bump,,false,bot,false,no-issue,dependency-bump,,false,"This is an automated PR that updates external SDK package versions in pyproject.toml and the lockfile. It does not introduce new features, bug fixes, or UI changes."
351,Ignore whitespace-only reasoning_content in streaming,xingyaoww,merged,2026-01-13T16:08:45Z,2026-01-15T05:06:04Z,25,2,2,,fix/ignore-whitespace-reasoning-header,main,APPROVED,false,1,malhotra5,2,36.96,36.95,agent,false,true,true,false,true,false,false,true,0,false,0,,,1.9.0,2026-01-15,other,,false,agent,false,no-issue,bug-fix,ux-regression,false,"This change prevents emitting an empty Reasoning header when streaming whitespace‐only tokens, fixing a visual glitch in the output. A regression test was added to ensure the header only appears with real content."
350,Chore: remove --exp feature flag,malhotra5,merged,2026-01-12T23:57:20Z,2026-01-13T00:52:39Z,11,18,7,,remove-exp-feature-flag,main,APPROVED,false,1,enyst,1,0.92,0.36,agent,false,true,true,false,true,true,false,true,0,false,0,,,1.9.0,2026-01-15,feature,,true,agent,false,no-issue,refactor,,true,"This PR cleans up and removes an obsolete experimental flag across code and tests rather than fixing a bug or adding a feature. It updates TUI modules (serve.py and textual_app.py), so it does touch the terminal UI."
348,Remove .openhands/skills/repo.md symlink,enyst,merged,2026-01-12T21:58:12Z,2026-01-12T23:45:06Z,0,2,2,,remove-repo-md-symlink,main,APPROVED,false,2,"enyst,malhotra5",4,1.78,0.83,agent,false,true,true,false,true,false,false,false,0,false,0,,,1.9.0,2026-01-15,other,,false,agent,false,no-issue,docs,,false,"This PR cleans up documentation by removing a redundant `.openhands/skills/repo.md` symlink and updating the AGENTS.md file, with no impact on application code or behavior."
347,chore: Remove unused 'Display Cost Per Action' setting,xingyaoww,merged,2026-01-12T19:02:48Z,2026-01-12T19:50:56Z,29,99,5,,openhands/remove-display-cost-per-action-setting,main,APPROVED,false,1,malhotra5,1,0.8,0.73,agent,false,true,true,false,true,true,false,true,0,false,0,,,1.9.0,2026-01-15,other,,true,agent,false,no-issue,refactor,,true,"This PR simply removes an obsolete CLI setting and related dead code/tests after cost metrics were added to the status bar, with no new functionality or bug fixes. It’s a code cleanup of TUI components and models."
